REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201854777,6/17/2018,1948,WEAPON OFFENSE,700 BLK BRIGSTOCK CIR
201854777,6/17/2018,1948,ROBBERY,700 BLK BRIGSTOCK CIR
201824167,6/17/2018,2000,"SEX ASSAULT, RAPE",5900 BLK MARSHALL AVE
201824167,6/17/2018,2000,PROSTITUTION,5900 BLK MARSHALL AVE
201854784,6/17/2018,2002,LARCENY,27TH ST / MARSHALL AVE
201854787,6/17/2018,2008,DAMAGE PROPERTY,200 BLK BRUNSWICK PL
201854785,6/17/2018,2012,SIMPLE ASSAULT,1200 BLK HAMPTON AVE
201854789,6/17/2018,2042,INTIMIDATION,200 BLK MAPLE AVE
201854786,6/17/2018,2138,SIMPLE ASSAULT,4600 BLK MARSHALL AVE
201824168,6/17/2018,2259,HABITUAL TRAFFIC OFFENDER,5800 BLK JEFFERSON AVE
201854791,6/17/2018,2311,HABITUAL TRAFFIC OFFENDER,COLONY RD / WARWICK BLVD
201854791,6/17/2018,2311,DRUG/NARCOTICS OFFENSES,COLONY RD / WARWICK BLVD
201854790,6/17/2018,2322,INTIMIDATION,700 BLK 72ND ST
201854782,6/17/2018,2337,AGGRAVATED ASSAULT,5900 BLK MARSHALL AVE
201854792,6/17/2018,2346,DAMAGE PROPERTY,500 BLK 13TH ST
201854792,6/17/2018,2346,WEAPON OFFENSE,500 BLK 13TH ST
201854793,6/18/2018,0004,DAMAGE PROPERTY,0 BLK 28TH ST
201824170,6/18/2018,0100,UNAUTHORIZED USE OF VEHICLE,100 BLK PARK AVE
201824170,6/18/2018,0100,LARCENY,100 BLK PARK AVE
201854796,6/18/2018,0103,VEHICLE THEFT,28TH ST / CHESTNUT AVE
201854795,6/18/2018,0109,DAMAGE PROPERTY,49TH ST / JEFFERSON AVE
201854797,6/18/2018,0151,WEAPON OFFENSE,700 BLK HAMPTON AVE
201854797,6/18/2018,0151,AGGRAVATED ASSAULT,700 BLK HAMPTON AVE
201854797,6/18/2018,0151,DAMAGE PROPERTY,700 BLK HAMPTON AVE
201854794,6/18/2018,0230,HOMICIDE/MURDER,15900 BLK WARWICK BLVD
201854794,6/18/2018,0230,WEAPON OFFENSE,15900 BLK WARWICK BLVD
201854798,6/18/2018,0242,TAMPERING WITH AUTO,600 BLK WOODFIN RD
201854802,6/18/2018,0345,WEAPON OFFENSE,14800 BLK WARWICK BLVD
201854801,6/18/2018,0406,DAMAGE PROPERTY,1100 BLK 74TH ST
201854801,6/18/2018,0406,WEAPON OFFENSE,1100 BLK 74TH ST
201854801,6/18/2018,0406,AGGRAVATED ASSAULT,1100 BLK 74TH ST
201824225,6/18/2018,0416,CURFEW,14800 BLK WARWICK BLVD
201824226,6/18/2018,0416,CURFEW,14800 BLK WARWICK BLVD
201824172,6/18/2018,0505,WEAPON OFFENSE,700 BLK HAMPTON AVE
201824172,6/18/2018,0505,DAMAGE PROPERTY,700 BLK HAMPTON AVE
201824173,6/18/2018,0637,VEHICLE THEFT,2200 BLK CRISTON DR
201854803,6/18/2018,0728,JUVENILE - RUNAWAY,CANON BLVD / OYSTER POINT RD
201854800,6/18/2018,0831,WEAPON OFFENSE,25TH ST / OAK AVE
201854800,6/18/2018,0831,AGGRAVATED ASSAULT,25TH ST / OAK AVE
201854800,6/18/2018,0831,DAMAGE PROPERTY,25TH ST / OAK AVE
201824174,6/18/2018,0839,SHOPLIFTING,1100 BLK BRIARFIELD RD
201854804,6/18/2018,0842,JUVENILE - RUNAWAY,100 BLK TIDAL DR
201854807,6/18/2018,0847,LEAVING THE SCENE,44TH ST / ROANOKE AVE
201824175,6/18/2018,0855,DAMAGE PROPERTY,1300 BLK MARSHALL AVE
201854806,6/18/2018,0912,AGGRAVATED ASSAULT,600 BLK HIGHLAND CT
201854806,6/18/2018,0912,WEAPON OFFENSE,600 BLK HIGHLAND CT
201824176,6/18/2018,0924,SIMPLE ASSAULT,500 BLK ADAMS DR
201854808,6/18/2018,1038,LARCENY,1100 BLK 37TH ST
201854808,6/18/2018,1038,DAMAGE PROPERTY,1100 BLK 37TH ST
201824178,6/18/2018,1151,LEAVING THE SCENE,100 BLK REPUBLIC RD
201824179,6/18/2018,1207,FRAUD-ILLEGAL USE CREDIT CARD/ATM,13100 BLK JEFFERSON AVE
201854809,6/18/2018,1230,FORCIBLE FONDLING,600 BLK STONEY CREEK LN
201824180,6/18/2018,1235,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12900 BLK JEFFERSON AVE
201824181,6/18/2018,1252,FRAUD-ILLEGAL USE CREDIT CARD/ATM,13100 BLK JEFFERSON AVE
201854814,6/18/2018,1414,MISSING PERSON,900 BLK ARBORETUM WAY
201824182,6/18/2018,1421,FORGERY/COUNTERFEITING,10800 BLK WARWICK BLVD
201854813,6/18/2018,1433,LEAVING THE SCENE,5100 BLK HUNTINGTON AVE
201854810,6/18/2018,1500,AGGRAVATED ASSAULT,1300 BLK GARDEN DR
201854810,6/18/2018,1500,WEAPON OFFENSE,1300 BLK GARDEN DR
201824183,6/18/2018,1518,INTIMIDATION,300 BLK CHARLES ST
201854812,6/18/2018,1528,SHOPLIFTING,11000 BLK WARWICK BLVD
201824184,6/18/2018,1531,CPS REFERRAL,9700 BLK JEFFERSON AVE
201854815,6/18/2018,1552,LEAVING THE SCENE,800 BLK J CLYDE MORRIS BLVD
201824185,6/18/2018,1614,INTIMIDATION,100 BLK OLIN DR
201824186,6/18/2018,1617,EMBEZZLE,600 BLK 33RD ST
201854817,6/18/2018,1622,SHOPLIFTING,12300 BLK JEFFERSON AVE
201854816,6/18/2018,1630,SIMPLE ASSAULT,700 BLK 33RD ST
201854821,6/18/2018,1733,DRUG/NARCOTICS OFFENSES,14700 BLK WARWICK BLVD
201824187,6/18/2018,1805,LEAVING THE SCENE,900 BLK 20TH ST
201854818,6/18/2018,1816,SHOPLIFTING,12300 BLK JEFFERSON AVE
201854819,6/18/2018,1850,SIMPLE ASSAULT,3500 BLK WASHINGTON AVE
201854820,6/18/2018,1859,DAMAGE PROPERTY,600 BLK PENINSULA DR
201854829,6/18/2018,1905,DRUG/NARCOTICS OFFENSES,1100 BLK 29TH ST
201854825,6/18/2018,1910,FRAUD/FALSE PRETENSES/SWINDLE,14300 BLK WARWICK BLVD
201824189,6/18/2018,1912,LEAVING THE SCENE,400 BLK ORIANA RD
201824190,6/18/2018,1925,THEFT FROM VEHICLE,600 BLK HUDSON TER
201854823,6/18/2018,1948,DRUG/NARCOTICS OFFENSES,14700 BLK WARWICK BLVD
201854826,6/18/2018,2004,OVERDOSE,600 BLK 25TH ST
201854822,6/18/2018,2018,LARCENY,1200 BLK 26TH ST
201854827,6/18/2018,2019,SIMPLE ASSAULT,100 BLK SUITE LIFE CIR
201824191,6/18/2018,2114,VEHICLE THEFT,700 BLK 48TH ST
201854828,6/18/2018,2143,SIMPLE ASSAULT,15400 BLK WARWICK BLVD
201854830,6/18/2018,2245,SIMPLE ASSAULT,2800 BLK PARISH AVE
201824193,6/18/2018,2257,SHOPLIFTING,11200 BLK JEFFERSON AVE
201854832,6/18/2018,2320,LEAVING THE SCENE,JEFFERSON AVE / RIVERLANDS DR
201854831,6/18/2018,2329,DAMAGE PROPERTY,100 BLK 28TH ST
201854834,6/19/2018,0111,ROBBERY,200 BLK HICKORY AVE
201854834,6/19/2018,0111,WEAPON OFFENSE,200 BLK HICKORY AVE
201854833,6/19/2018,0120,SIMPLE ASSAULT,800 BLK HIDDEN GLEN CT
201854835,6/19/2018,0228,THEFT FROM VEHICLE,0 BLK BLAKE LOOP
201854836,6/19/2018,0234,AGGRAVATED ASSAULT,900 BLK 23RD ST
201824194,6/19/2018,0453,THEFT FROM VEHICLE,900 BLK BLACKWATER WAY
201824196,6/19/2018,0506,THEFT FROM VEHICLE,#Error
201854837,6/19/2018,0513,LARCENY,900 BLK J CLYDE MORRIS BLVD
201854838,6/19/2018,0623,LEAVING THE SCENE,HARPERSVILLE RD / WARWICK BLVD
201824198,6/19/2018,0706,THEFT FROM VEHICLE,1100 BLK 80TH ST
201824199,6/19/2018,0712,THEFT FROM VEHICLE,5300 BLK FAIRFAX AVE
201854840,6/19/2018,0745,DAMAGE PROPERTY,0 BLK ISLAND VIEW DR
201824200,6/19/2018,0816,TAMPERING WITH AUTO,5300 BLK FAIRFAX AVE
201824201,6/19/2018,0828,DAMAGE PROPERTY,500 BLK LOGAN PL
201824201,6/19/2018,0828,THEFT FROM VEHICLE,500 BLK LOGAN PL
201824202,6/19/2018,0832,THEFT FROM VEHICLE,600 BLK KATES TRACE CIR
201824207,6/19/2018,0832,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12100 BLK JEFFERSON AVE
201824203,6/19/2018,0845,THEFT FROM VEHICLE,500 BLK CORAL KEY PL
201824204,6/19/2018,0846,THEFT FROM VEHICLE,1100 BLK LAKELAND DR
201824204,6/19/2018,0846,DAMAGE PROPERTY,1100 BLK LAKELAND DR
201800310,6/19/2018,0902,DAMAGE PROPERTY,11200 BLK JEFFERSON AVE
201854842,6/19/2018,0931,"SEX ASSAULT, RAPE",17500 BLK WARWICK BLVD
201854844,6/19/2018,0936,NEGLECT CHILD,2100 BLK JEFFERSON AVE
201854843,6/19/2018,0958,BURGLARY/B & E,100 BLK DEVON PL
201854843,6/19/2018,0958,DRUG/NARCOTICS OFFENSES,100 BLK DEVON PL
201824205,6/19/2018,1006,VEHICLE THEFT,5800 BLK JEFFERSON AVE
201824206,6/19/2018,1009,EMBEZZLE,200 BLK ENTERPRISE DR
201854841,6/19/2018,1023,SIMPLE ASSAULT,100 BLK KERLIN RD
201824208,6/19/2018,1034,ARSON,500 BLK DIPLOMAT CT
201824209,6/19/2018,1057,THEFT PARTS FROM VEHICLE,700 BLK BRIGSTOCK CIR
201854845,6/19/2018,1057,LARCENY,1200 BLK 29TH ST
201824210,6/19/2018,1118,FRAUD - IMPERSONATE,0 BLK HOLLOWAY RD
201800311,6/19/2018,1149,DAMAGE PROPERTY,0 BLK HUXLEY PL
201824212,6/19/2018,1152,FRAUD-ILLEGAL USE CREDIT CARD/ATM,600 BLK J CLYDE MORRIS BLVD
201800312,6/19/2018,1200,SHOPLIFTING,12300 BLK JEFFERSON AVE
201824213,6/19/2018,1203,FRAUD-ILLEGAL USE CREDIT CARD/ATM,1100 BLK JEFFERSON AVE
201800313,6/19/2018,1210,SHOPLIFTING,12300 BLK JEFFERSON AVE
201824214,6/19/2018,1219,LEAVING THE SCENE,12400 BLK JEFFERSON AVE
201824215,6/19/2018,1248,THEFT FROM VEHICLE,500 BLK WATERS EDGE DR
201824216,6/19/2018,1302,SHOPLIFTING,9900 BLK JEFFERSON AVE
201824217,6/19/2018,1343,LARCENY,500 BLK WATERS EDGE DR
201854846,6/19/2018,1345,BURGLARY/B & E,500 BLK ADAMS DR
201854847,6/19/2018,1414,SUICIDE,0 BLK TEARDROP LN
201824218,6/19/2018,1453,LEAVING THE SCENE,11700 BLK JEFFERSON AVE
201854848,6/19/2018,1503,WEAPON OFFENSE,1900 BLK MUSKET RD
201854848,6/19/2018,1503,DAMAGE PROPERTY,1900 BLK MUSKET RD
201854848,6/19/2018,1503,TAMPERING WITH AUTO,1900 BLK MUSKET RD
201854848,6/19/2018,1503,AGGRAVATED ASSAULT,1900 BLK MUSKET RD
201824219,6/19/2018,1508,TAMPERING WITH AUTO,500 BLK WATERS EDGE DR
201854850,6/19/2018,1545,SIMPLE ASSAULT,500 BLK BELLWOOD RD
201854850,6/19/2018,1545,DAMAGE PROPERTY,500 BLK BELLWOOD RD
201854851,6/19/2018,1558,FORCIBLE FONDLING,300 BLK 58TH ST
201824220,6/19/2018,1621,THEFT PARTS FROM VEHICLE,500 BLK TURNBERRY BLVD
201854852,6/19/2018,1623,DAMAGE PROPERTY,1200 BLK 24TH ST
201854853,6/19/2018,1703,HIT AND RUN,JEFFERSON AVE / OYSTER POINT RD
201824222,6/19/2018,1723,THEFT FROM VEHICLE,9800 BLK RIVER RD
201854854,6/19/2018,1737,ROBBERY,3700 BLK MARSHALL AVE
201854854,6/19/2018,1737,WEAPON OFFENSE,3700 BLK MARSHALL AVE
201854855,6/19/2018,1820,ROBBERY,400 BLK TARA CT
201854855,6/19/2018,1820,WEAPON OFFENSE,400 BLK TARA CT
201854856,6/19/2018,2014,DRUG/NARCOTICS OFFENSES,1400 BLK 16TH ST
201854856,6/19/2018,2014,WEAPON OFFENSE,1400 BLK 16TH ST
201824224,6/19/2018,2015,THEFT FROM VEHICLE,600 BLK RIVER BEND CT
201800315,6/19/2018,2045,SHOPLIFTING,600 BLK PILOT HOUSE DR
201854857,6/19/2018,2210,JUVENILE - RUNAWAY,1200 BLK 25TH ST
201854860,6/19/2018,2238,DRUG/NARCOTICS OFFENSES,900 BLK J CLYDE MORRIS BLVD
201854859,6/19/2018,2241,OVERDOSE,100 BLK FENWOOD CRES
201854864,6/19/2018,2329,BURGLARY/B & E,300 BLK TRICIA LN
201854863,6/19/2018,2330,DRUG/NARCOTICS OFFENSES,11700 BLK JEFFERSON AVE
201854866,6/19/2018,2330,DAMAGE PROPERTY,600 BLK 12TH ST
201854866,6/19/2018,2330,SIMPLE ASSAULT,600 BLK 12TH ST
201854867,6/19/2018,2331,SIMPLE ASSAULT,800 BLK 35TH ST
201854865,6/19/2018,2337,LARCENY,100 BLK RIVERMONT DR
201854861,6/19/2018,2339,JUVENILE - RUNAWAY,100 BLK HIGHLANDS PKWY
201854862,6/19/2018,2340,WEAPON OFFENSE,800 BLK FORREST DR
201854862,6/19/2018,2340,DRUG/NARCOTICS OFFENSES,800 BLK FORREST DR
201854868,6/20/2018,0013,TAMPERING WITH AUTO,200 BLK SOUTHLAKE PL
201824228,6/20/2018,0020,LARCENY,7800 BLK WARWICK BLVD
201854858,6/20/2018,0100,DRUG/NARCOTICS OFFENSES,11800 BLK JEFFERSON AVE
201854869,6/20/2018,0701,BURGLARY/B & E,14500 BLK OLD COURTHOUSE WAY
201824229,6/20/2018,0854,THEFT FROM VEHICLE,300 BLK DESHAZOR DR
201824231,6/20/2018,1010,SHOPLIFTING,12400 BLK WARWICK BLVD
201824232,6/20/2018,1045,THEFT PARTS FROM VEHICLE,300 BLK ST THOMAS DR
201824233,6/20/2018,1106,THEFT FROM VEHICLE,1100 BLK 72ND ST
201824235,6/20/2018,1114,FRAUD-ILLEGAL USE CREDIT CARD/ATM,14800 BLK WARWICK BLVD
201824234,6/20/2018,1126,DAMAGE PROPERTY,1100 BLK 32ND ST
201800316,6/20/2018,1212,SHOPLIFTING,10800 BLK WARWICK BLVD
201800317,6/20/2018,1221,SHOPLIFTING,3000 BLK JEFFERSON AVE
201800318,6/20/2018,1230,SHOPLIFTING,10800 BLK WARWICK BLVD
201824236,6/20/2018,1242,OBSCENE MATERIAL/PORNOGRAPHY,200 BLK QUARTER TRL
201824237,6/20/2018,1256,FORGERY/COUNTERFEITING,6200 BLK CHESTNUT AVE
201824239,6/20/2018,1351,THEFT PARTS FROM VEHICLE,11000 BLK WARWICK BLVD
201824238,6/20/2018,1352,LARCENY,700 BLK ALBEMARLE CIR
201824240,6/20/2018,1436,UNAUTHORIZED USE OF VEHICLE,500 BLK J CLYDE MORRIS BLVD
201824241,6/20/2018,1437,LARCENY,2300 BLK MADISON AVE
201824241,6/20/2018,1437,INTIMIDATION,2300 BLK MADISON AVE
201800319,6/20/2018,1503,FRAUD-ILLEGAL USE OF CREDIT CARD/ATM,15500 BLK WARWICK BLVD
201854871,6/20/2018,1515,HIT AND RUN,11000 BLK JEFFERSON AVE
201800320,6/20/2018,1534,LARCENY,13300 BLK PREAKNESS DR
201854872,6/20/2018,1542,SIMPLE ASSAULT,12800 BLK JEFFERSON AVE
201824242,6/20/2018,1543,INTIMIDATION,100 BLK CAMPBELL LN
201854873,6/20/2018,1632,SIMPLE ASSAULT,800 BLK 16TH ST
201824243,6/20/2018,1738,INTIMIDATION,100 BLK OSPREY WAY
201854874,6/20/2018,1746,DRUG/NARCOTICS OFFENSES,1400 BLK 16TH ST
201800321,6/20/2018,1803,THEFT FROM VEHICLE,600 BLK RIVER BEND CT
201824244,6/20/2018,1831,INTIMIDATION,400 BLK THORNCLIFF DR
201824245,6/20/2018,1831,FRAUD - IMPERSONATE,400 BLK LATITUDE LN
201800322,6/20/2018,1905,LARCENY,200 BLK EUBANK CIR
201854876,6/20/2018,1958,VEH RECOVERY(OUT OF JURIS),HAMPTON AVE / PINE AVE
201824247,6/20/2018,2006,FRAUD - IMPERSONATE,15400 BLK WARWICK BLVD
201824248,6/20/2018,2006,FRAUD - IMPERSONATE,15400 BLK WARWICK BLVD
201824246,6/20/2018,2006,FRAUD - IMPERSONATE,12900 BLK JEFFERSON AVE
201824250,6/20/2018,2007,FRAUD - IMPERSONATE,12100 BLK JEFFERSON AVE
201824249,6/20/2018,2019,FRAUD - IMPERSONATE,500 BLK OPERATIONS DR
201824252,6/20/2018,2102,SHOPLIFTING,2200 BLK WICKHAM AVE
201854870,6/20/2018,2124,FRAUD/FALSE PRETENSES/SWINDLE,10600 BLK JEFFERSON AVE
201824253,6/20/2018,2128,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD
201854877,6/20/2018,2131,DRUG/NARCOTICS OFFENSES,2400 BLK OAK AVE
201854878,6/20/2018,2142,ROBBERY,6100 BLK JEFFERSON AVE
201824254,6/20/2018,2201,LEAVING THE SCENE,FOUNTAIN WAY / THIMBLE SHOALS BLVD
201854880,6/20/2018,2216,BURGLARY/B & E,800 BLK MOYER RD
201824256,6/20/2018,2233,SIMPLE ASSAULT,200 BLK GULFSTREAM DR
201854879,6/20/2018,2234,DRUG/NARCOTICS OFFENSES,9TH ST / IVY AVE
201854882,6/20/2018,2313,SIMPLE ASSAULT,900 BLK J CLYDE MORRIS BLVD
201854875,6/20/2018,2343,MISSING PERSON,12700 BLK SANDPEBBLE CIR
201824255,6/20/2018,2358,THEFT FROM VEHICLE,12300 BLK JEFFERSON AVE
201854881,6/21/2018,0034,DRUG/NARCOTICS OFFENSES,32ND ST / ROANOKE AVE
201824257,6/21/2018,0113,DISORDERLY CONDUCT,5000 BLK MERCURY BLVD
201854883,6/21/2018,0128,VEHICLE THEFT,10100 BLK JEFFERSON AVE
201854884,6/21/2018,0252,DAMAGE PROPERTY,1000 BLK 38TH ST
201854885,6/21/2018,0348,DECEASED PERSON,800 BLK CATALINA DR
201824259,6/21/2018,0543,THEFT FROM VEHICLE,0 BLK HOPKINS ST
201854886,6/21/2018,0646,LEAVING THE SCENE,12000 BLK JEFFERSON AVE
201824260,6/21/2018,0810,OBSCENE MATERIAL/PORNOGRAPHY,300 BLK LUCINDA DR
201824261,6/21/2018,0821,OBSCENE MATERIAL/PORNOGRAPHY,6000 BLK JEFFERSON AVE
201824263,6/21/2018,0835,OBSCENE MATERIAL/PORNOGRAPHY,700 BLK PELHAM DR
201824264,6/21/2018,0845,OBSCENE MATERIAL/PORNOGRAPHY,200 BLK EASTWOOD DR
201854888,6/21/2018,0848,SIMPLE ASSAULT,100 BLK MUSEUM DR
201824265,6/21/2018,0912,OBSCENE MATERIAL/PORNOGRAPHY,400 BLK PAM LN
201854889,6/21/2018,0913,DAMAGE PROPERTY,500 BLK ADAMS DR
201824266,6/21/2018,0913,DAMAGE PROPERTY,600 BLK THIMBLE SHOALS BLVD
201824267,6/21/2018,0928,FRAUD-ILLEGAL USE CREDIT CARD/ATM,9500 BLK WARWICK BLVD
201824268,6/21/2018,0929,OBSCENE MATERIAL/PORNOGRAPHY,300 BLK SPLIT RAIL CIR
201824269,6/21/2018,0930,DAMAGE PROPERTY,700 BLK 23RD ST
201824270,6/21/2018,0941,THEFT PARTS FROM VEHICLE,300 BLK HORNET CIR
201854887,6/21/2018,0958,NEGLECT CHILD,5100 BLK JEFFERSON AVE
201824271,6/21/2018,1010,FRAUD BY WIRE,12400 BLK WARWICK BLVD
201854891,6/21/2018,1022,SHOPLIFTING,12300 BLK JEFFERSON AVE
201854890,6/21/2018,1031,ANNOYING PHONE CALLS,9700 BLK JEFFERSON AVE
201854892,6/21/2018,1053,DAMAGE PROPERTY,12300 BLK JEFFERSON AVE
201854892,6/21/2018,1053,WEAPON OFFENSE,12300 BLK JEFFERSON AVE
201824272,6/21/2018,1117,LARCENY,1100 BLK 78TH ST
201824273,6/21/2018,1136,FRAUD - IMPERSONATE,1000 BLK 42ND ST
201824274,6/21/2018,1208,DAMAGE PROPERTY,100 BLK RODEO CIR
201824274,6/21/2018,1208,WEAPON OFFENSE,100 BLK RODEO CIR
201854893,6/21/2018,1221,INTIMIDATION,300 BLK DESHAZOR DR
201854894,6/21/2018,1241,SHOPLIFTING,11100 BLK JEFFERSON AVE
201854896,6/21/2018,1258,TRESPASSING,5200 BLK ARLINGTON AVE
201854896,6/21/2018,1258,SIMPLE ASSAULT,5200 BLK ARLINGTON AVE
201854895,6/21/2018,1302,ALL OTHER OFFENSES,1300 BLK 29TH ST
201854897,6/21/2018,1338,WEAPON OFFENSE,10900 BLK WARWICK BLVD
201854897,6/21/2018,1338,ROBBERY,10900 BLK WARWICK BLVD
201824275,6/21/2018,1412,DAMAGE PROPERTY,100 BLK LITTLE JOHN PL
201854899,6/21/2018,1419,WEAPON OFFENSE,300 BLK MAPLE AVE
201854899,6/21/2018,1419,AGGRAVATED ASSAULT,300 BLK MAPLE AVE
201824276,6/21/2018,1422,DAMAGE PROPERTY,5600 BLK ARLINGTON AVE
201854900,6/21/2018,1442,DAMAGE PROPERTY,600 BLK HAMPTON AVE
201824278,6/21/2018,1444,FRAUD/FALSE PRETENSES/SWINDLE,400 BLK DENBIGH BLVD
201824279,6/21/2018,1525,LEAVING THE SCENE,6200 BLK CHESTNUT AVE
201854898,6/21/2018,1535,SIMPLE ASSAULT,700 BLK J CLYDE MORRIS BLVD
201854901,6/21/2018,1601,DAMAGE PROPERTY,800 BLK 80TH ST
201854901,6/21/2018,1601,WEAPON OFFENSE,800 BLK 80TH ST
201854902,6/21/2018,1619,SIMPLE ASSAULT,300 BLK 73RD ST
201854903,6/21/2018,1637,INTIMIDATION,500 BLK BELLWOOD RD
201824280,6/21/2018,1648,FRAUD/FALSE PRETENSES/SWINDLE,200 BLK BENNS RD
201824281,6/21/2018,1729,THEFT FROM VEHICLE,4600 BLK JEFFERSON AVE
201824282,6/21/2018,1739,THEFT FROM VEHICLE,0 BLK BERGER PL
201854906,6/21/2018,1801,INTIMIDATION,300 BLK HICKORY POINT BLVD
201854905,6/21/2018,1828,SIMPLE ASSAULT,400 BLK TURLINGTON RD
201854908,6/21/2018,1849,DRUG/NARCOTICS OFFENSES,13500 BLK WARWICK BLVD
201824283,6/21/2018,1852,DAMAGE PROPERTY,HUNTINGTON AVE / WARWICK BLVD
201824284,6/21/2018,1907,DAMAGE PROPERTY,900 BLK J CLYDE MORRIS BLVD
201854907,6/21/2018,1908,DRUG/NARCOTICS OFFENSES,300 BLK BOULDER DR
201854904,6/21/2018,1924,SIMPLE ASSAULT,6100 BLK JEFFERSON AVE
201854904,6/21/2018,1924,AGGRAVATED ASSAULT,6100 BLK JEFFERSON AVE
201800323,6/21/2018,1928,THEFT PARTS FROM VEHICLE,0 BLK COTTAGE LN
201824285,6/21/2018,1959,LARCENY,0 BLK PADDOCK DR
201800329,6/21/2018,2007,THEFT PARTS FROM VEHICLE,43RD ST / WASHINGTON AVE
201824286,6/21/2018,2007,SHOPLIFTING,6100 BLK JEFFERSON AVE
201854912,6/21/2018,2024,LARCENY,700 BLK THIMBLE SHOALS BLVD
201854909,6/21/2018,2058,ROBBERY,400 BLK DENBIGH BLVD
201854909,6/21/2018,2058,WEAPON OFFENSE,400 BLK DENBIGH BLVD
201854910,6/21/2018,2107,SIMPLE ASSAULT,0 BLK DEAN RAY CT
201854913,6/21/2018,2113,FRAUD - IMPERSONATE,1900 BLK JEFFERSON AVE
201854911,6/21/2018,2115,SIMPLE ASSAULT,6100 BLK ROANOKE AVE
201854915,6/21/2018,2203,WEAPON OFFENSE,#Error
201854914,6/21/2018,2210,DRUG/NARCOTICS OFFENSES,400 BLK MANOR RD
201854914,6/21/2018,2210,OVERDOSE,400 BLK MANOR RD
201854916,6/21/2018,2230,SIMPLE ASSAULT,12300 BLK JEFFERSON AVE
201854917,6/21/2018,2319,DAMAGE PROPERTY,1100 BLK 22ND ST
201854918,6/21/2018,2342,TAMPERING WITH AUTO,300 BLK 61ST ST
201854919,6/22/2018,0051,BURGLARY/B & E,100 BLK ASH AVE
201854920,6/22/2018,0147,DRUG/NARCOTICS OFFENSES,800 BLK BRIGHTON LN
201824287,6/22/2018,0308,DAMAGE PROPERTY,1200 BLK GARDEN DR
201854921,6/22/2018,0448,CURFEW,500 BLK CORAL CT
201824288,6/22/2018,0528,VEHICLE THEFT,500 BLK CORAL CT
201824289,6/22/2018,0620,TAMPERING WITH AUTO,300 BLK 54TH ST
201824289,6/22/2018,0620,THEFT FROM VEHICLE,300 BLK 54TH ST
201824290,6/22/2018,0659,BURGLARY/B & E,100 BLK LOCHAVEN DR
201824291,6/22/2018,0923,TAMPERING WITH AUTO,12900 BLK NETTLES DR
201854922,6/22/2018,1000,DECEASED PERSON,0 BLK MADISON LN S
201824292,6/22/2018,1025,FRAUD/FALSE PRETENSES/SWINDLE,700 BLK LANCE DR
201824293,6/22/2018,1034,LARCENY,0 BLK WELLESLEY DR
201824294,6/22/2018,1114,LEAVING THE SCENE,2200 BLK KINGS CREEK LN
201800324,6/22/2018,1125,THEFT FROM VEHICLE,900 BLK CHATSWORTH DR
201854923,6/22/2018,1129,LARCENY,0 BLK CONCORD CRES
201854924,6/22/2018,1150,ROBBERY,1100 BLK 27TH ST
201854924,6/22/2018,1150,WEAPON OFFENSE,1100 BLK 27TH ST
201824296,6/22/2018,1305,LARCENY,200 BLK N CYPRESS CT
201824298,6/22/2018,1317,LARCENY,700 BLK 36TH ST
201800325,6/22/2018,1335,LARCENY,1300 BLK 29TH ST
201800326,6/22/2018,1354,SHOPLIFTING,12300 BLK JEFFERSON AVE
201800327,6/22/2018,1401,SHOPLIFTING,12300 BLK JEFFERSON AVE
201854926,6/22/2018,1421,FRAUD-ILLEGAL USE CREDIT CARD/ATM,4700 BLK MARSHALL AVE
201854925,6/22/2018,1441,SHOPLIFTING,6100 BLK JEFFERSON AVE
201800328,6/22/2018,1458,SHOPLIFTING,300 BLK CHATHAM DR
201824300,6/22/2018,1538,SHOPLIFTING,300 BLK CHATHAM DR
201824301,6/22/2018,1615,LARCENY,11900 BLK JEFFERSON AVE
201824302,6/22/2018,1628,SHOPLIFTING,300 BLK CHATHAM DR
201824303,6/22/2018,1633,SIMPLE ASSAULT,200 BLK MAYMONT DR
201854931,6/22/2018,1743,DRUG/NARCOTICS OFFENSES,300 BLK WESLEY POND CT
201854929,6/22/2018,1809,AGGRAVATED ASSAULT,400 BLK COX LNDG
201854929,6/22/2018,1809,WEAPON OFFENSE,400 BLK COX LNDG
201854929,6/22/2018,1809,DAMAGE PROPERTY,400 BLK COX LNDG
201854930,6/22/2018,1810,LEAVING THE SCENE,11700 BLK JEFFERSON AVE
201854928,6/22/2018,1822,DRUG/NARCOTICS OFFENSES,2100 BLK JEFFERSON AVE
201824304,6/22/2018,1853,LARCENY,12800 BLK JEFFERSON AVE
201854927,6/22/2018,1855,DRUG/NARCOTICS OFFENSES,1400 BLK 16TH ST
201854932,6/22/2018,1909,SIMPLE ASSAULT,1100 BLK HAMPTON AVE
201824305,6/22/2018,1913,THEFT FROM VEHICLE,13500 BLK JEFFERSON AVE
201854933,6/22/2018,1914,FRAUD/FALSE PRETENSES/SWINDLE,11000 BLK WARWICK BLVD
201854933,6/22/2018,1914,FORGERY/COUNTERFEITING,11000 BLK WARWICK BLVD
